Replicon;gene;type;start;end;orientation;color;from;to;subcolor;label_type;lane
chromosome;asr0855;gene;983093;983344;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr0856;gene;983425;983970;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr0857;gene;983987;984376;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all0858;gene;984428;984763;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all0859;gene;984790;986292;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all0860;gene;986357;988975;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all0861;gene;989468;991105;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all0862;gene;991307;992227;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;ccmK;gene;992689;993504;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;ccmN;gene;993505;994251;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;ccmM;gene;994401;996068;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;ccmL;gene;996175;996480;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;ccmK;gene;996487;996831;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;ccmK;gene;997013;997321;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;ndhF;gene;997980;999836;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;ndhD;gene;999925;1001427;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr0871;gene;1001547;1002677;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all0872;gene;1002715;1006428;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;asl0873;gene;1006779;1006982;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;nifH2;gene;1008496;1009389;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all0875;gene;1009737;1011395;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all0876;gene;1011688;1012065;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr0877;gene;1012172;1012477;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all0878;gene;1012535;1013353;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all0879;gene;1013427;1014413;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr0880;gene;1014604;1016712;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;asl0881;gene;1016846;1017109;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr0882;gene;1018047;1018898;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;psbM;gene;1019083;1019199;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;asl0884;gene;1019300;1019596;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;psbK;gene;1019759;1019896;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all0886;gene;1020119;1025671;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all0887;gene;1025963;1026502;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all0888;gene;1026828;1027538;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all0889;gene;1027723;1029540;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;asr0890;gene;1029797;1030024;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all0891;gene;1030262;1030684;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr0892;gene;1030963;1031364;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr0893;gene;1031408;1032502;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr0894;gene;1032663;1033388;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr0895;gene;1033466;1034635;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr0896;gene;1034897;1035316;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr0897;gene;1035420;1036589;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr0898;gene;1036601;1036942;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all0899;gene;1036994;1037335;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr0900;gene;1037477;1042879;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr0901;gene;1043070;1043924;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all0902;gene;1044043;1044789;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all0903;gene;1044884;1045744;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr0904;gene;1046085;1047431;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;asr0905;gene;1047764;1048042;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all0906;gene;1048368;1049096;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all0907;gene;1049279;1050064;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all0908;gene;1050820;1051602;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all0909;gene;1051773;1052651;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all0910;gene;1052681;1053712;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all0911;gene;1053742;1054785;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr0912;gene;1055744;1056757;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr0913;gene;1056904;1057581;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all0914;gene;1057871;1058884;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all0915;gene;1058947;1059852;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all0916;gene;1059868;1061148;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all0917;gene;1061148;1061993;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all0918;gene;1062149;1062871;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all0919;gene;1063224;1064513;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr0920;gene;1064918;1066459;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all0921;gene;1066560;1066910;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr0922;gene;1067406;1068212;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;asr0923;gene;1068680;1068883;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all0924;gene;1069138;1069575;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;asr0925;gene;1070028;1070315;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all0926;gene;1070498;1076449;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all0927;gene;1076561;1079503;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;cheW;gene;1079500;1080030;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all0929;gene;1080044;1080409;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all0930;gene;1080682;1081920;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr0931;gene;1082335;1084086;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all0932;gene;1084312;1085340;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr0933;gene;1085500;1086192;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all0934;gene;1086196;1087629;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all0935;gene;1087754;1088065;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all0936;gene;1088239;1089294;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all0937;gene;1089458;1091203;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all0938;gene;1091455;1091868;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;accC;gene;1092759;1094102;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;asl0940;gene;1094158;1094451;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;psbX;gene;1094762;1094881;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr0942;gene;1095133;1096035;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr0943;gene;1096090;1096650;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr0944;gene;1096696;1097217;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all0945;gene;1097272;1098273;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr0946;gene;1100088;1100522;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr0947;gene;1100772;1101599;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all0948;gene;1101732;1102688;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all0949;gene;1102854;1103855;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;coxB;gene;1104204;1105271;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;coxA;gene;1105412;1107139;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;coxC;gene;1107308;1107931;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr0953;gene;1108230;1108649;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all0954;gene;1108682;1109593;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all0955;gene;1109946;1110686;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all0956;gene;1110656;1110988;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr0957;gene;1111860;1112309;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all0958;gene;1112393;1113820;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all0959;gene;1113864;1115273;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;ycf55;gene;1115407;1117173;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all0961;gene;1117295;1117918;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all0962;gene;1118093;1118410;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr0963;gene;1118527;1121649;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr0964;gene;1121819;1122163;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr0965;gene;1122160;1123605;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all0966;gene;1123882;1125951;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all0967;gene;1126140;1127627;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;fabG;gene;1127791;1128672;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all0969;gene;1129408;1131039;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr0970;gene;1131535;1132485;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr0971;gene;1132502;1134214;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr0972;gene;1134563;1135318;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr0973;gene;1135394;1136026;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr0974;gene;1136071;1136979;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr0975;gene;1137001;1137729;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all0976;gene;1137870;1138619;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;asl0977;gene;1138792;1139022;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all0978;gene;1139019;1142579;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all0979;gene;1144093;1144755;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all0980;gene;1144905;1145999;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr0981;gene;1146326;1147174;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;thiC;gene;1147365;1148738;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all0983;gene;1148974;1150056;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all0984;gene;1150471;1150926;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all0985;gene;1151301;1152509;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr0986;gene;1152761;1153729;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr0987;gene;1153734;1154045;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all0988;gene;1154076;1155275;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;purK;gene;1155388;1155915;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr0990;gene;1156507;1158003;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr0991;gene;1158426;1159982;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr0992;gene;1160381;1161793;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all0993;gene;1162000;1165209;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;asl0994;gene;1165509;1165772;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all0995;gene;1165953;1166429;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr0996;gene;1166972;1168438;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all0997;gene;1168549;1168959;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr0998;gene;1169392;1170306;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr0999;gene;1170482;1171375;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1000;gene;1171949;1173031;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1001;gene;1173376;1173921;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1002;gene;1174084;1174584;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all1003;gene;1174706;1175104;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1004;gene;1175265;1176410;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;asr1005;gene;1176606;1176848;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all1006;gene;1176845;1177564;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all1007;gene;1177717;1179159;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1008;gene;1179311;1180264;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all1009;gene;1180363;1180740;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1010;gene;1181159;1181539;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all1011;gene;1181536;1182114;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all1012;gene;1182300;1183598;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1013;gene;1184093;1185604;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1014;gene;1185933;1186274;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1015;gene;1186435;1187010;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1016;gene;1187046;1187435;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;asr1017;gene;1187442;1187630;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1018;gene;1187627;1189021;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all1019;gene;1189169;1189996;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all1020;gene;1190138;1190707;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all1021;gene;1190743;1193580;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all1022;gene;1193694;1194122;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all1023;gene;1194350;1194862;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1024;gene;1195024;1195632;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;psbY;gene;1195853;1195978;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1026;gene;1196116;1197369;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all1027;gene;1197400;1198698;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1028;gene;1198932;1200038;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1029;gene;1200141;1200908;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1030;gene;1200905;1201666;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1031;gene;1201776;1204247;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all1032;gene;1204412;1204849;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all1033;gene;1205015;1205341;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all1034;gene;1205338;1205709;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all1035;gene;1205856;1206296;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1036;gene;1206496;1207446;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1037;gene;1207483;1209504;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;asr1038;gene;1209658;1209900;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1039;gene;1209924;1211120;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1040;gene;1211302;1211739;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1041;gene;1211965;1213002;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;hemA;gene;1213221;1214507;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all1043;gene;1214613;1215323;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1044;gene;1215867;1216457;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1045;gene;1216551;1217462;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;natA;gene;1217552;1218334;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;natC;gene;1218324;1219457;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;asr1048;gene;1219657;1219854;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;asr1049;gene;1219975;1220241;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1050;gene;1220346;1221932;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all1051;gene;1222204;1223373;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1052;gene;1223855;1224733;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all1053;gene;1224827;1226287;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1054;gene;1226739;1228091;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1055;gene;1228376;1228921;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1056;gene;1229286;1229741;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1057;gene;1230130;1230471;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all1058;gene;1230574;1233639;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all1059;gene;1233670;1236087;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1060;gene;1236802;1237254;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all1061;gene;1237674;1239920;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all1062;gene;1240251;1240742;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1063;gene;1240822;1241757;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;asr1064;gene;1242298;1242498;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all1065;gene;1242516;1243301;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;asl1066;gene;1243551;1243766;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1067;gene;1243775;1244212;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all1068;gene;1244251;1247793;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all1069;gene;1247986;1251294;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all1070;gene;1251441;1251941;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all1071;gene;1251962;1252324;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all1072;gene;1252601;1253785;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;ileS;gene;1254612;1257494;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1074;gene;1257507;1258166;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all1075;gene;1258347;1259231;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all1076;gene;1259588;1260574;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1077;gene;1260773;1261519;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;rps1;gene;1261663;1262580;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all1079;gene;1262650;1263666;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;argD;gene;1263865;1265148;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1081;gene;1265503;1266525;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all1082;gene;1266651;1267019;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1083;gene;1267563;1268288;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all1084;gene;1268305;1270140;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1085;gene;1270718;1271485;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1086;gene;1271561;1272697;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all1087;gene;1272694;1273083;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all1088;gene;1273903;1275309;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all1089;gene;1275569;1276915;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all1090;gene;1277055;1278491;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all1091;gene;1278528;1278893;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;cysS;gene;1278925;1280385;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1093;gene;1280559;1281683;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1094;gene;1282080;1283138;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;gap3;gene;1283199;1284212;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1096;gene;1284315;1285577;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1097;gene;1285583;1286713;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;asl1098;gene;1286771;1286941;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all1099;gene;1287083;1288045;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all1100;gene;1288408;1289403;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all1101;gene;1289637;1292294;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;asr1102;gene;1292748;1292942;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all1103;gene;1292936;1293274;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1104;gene;1293372;1293824;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1105;gene;1293889;1294284;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all1106;gene;1294384;1295811;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1107;gene;1295920;1296558;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1108;gene;1296652;1298160;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1109;gene;1298903;1299295;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all1110;gene;1299482;1300690;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;asl1111;gene;1301070;1301303;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1112;gene;1301997;1304192;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1113;gene;1304511;1305893;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1114;gene;1305896;1306654;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;asr1115;gene;1306700;1306906;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all1116;gene;1306903;1307859;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1117;gene;1308038;1309267;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;cyaA;gene;1309271;1311478;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all1119;gene;1311475;1312242;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;asl1120;gene;1312618;1312860;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1121;gene;1313084;1318882;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all1122;gene;1318856;1319368;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all1123;gene;1319528;1320019;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all1124;gene;1320298;1320996;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1125;gene;1321117;1321497;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all1126;gene;1321644;1323014;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all1127;gene;1323383;1324744;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1128;gene;1325217;1328843;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1129;gene;1328902;1329879;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all1130;gene;1329942;1330511;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;asr1131;gene;1330697;1330930;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;uvrB;gene;1331525;1333522;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1133;gene;1333867;1334349;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;asr1134;gene;1334633;1334815;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;asr1135;gene;1335523;1335699;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1136;gene;1335734;1336255;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1137;gene;1336737;1337060;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1138;gene;1337443;1338597;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1139;gene;1338862;1339479;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all1140;gene;1339557;1340498;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all1141;gene;1340976;1341821;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1142;gene;1341881;1343446;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1143;gene;1343545;1344126;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1144;gene;1344346;1345218;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all1145;gene;1345295;1347220;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1146;gene;1347727;1350270;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1147;gene;1350321;1353707;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1148;gene;1353846;1354940;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all1149;gene;1355019;1355507;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;asr1150;gene;1355678;1355878;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all1151;gene;1356143;1356865;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;dmnB;gene;1356962;1357843;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;trpD;gene;1357904;1358992;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all1154;gene;1358922;1360031;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1155;gene;1360455;1361621;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;asr1156;gene;1361951;1362163;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1157;gene;1362495;1363706;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr1158;gene;1364017;1364502;1;#4682B4;NA;NA;NA;bold.italic;1
