Replicon;gene;type;start;end;orientation;color;lane;from;to;subcolor;label_type
chromosome;slr0770;gene;2394232;2394552;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0771;gene;2394536;2394871;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;chlB;gene;2395103;2396629;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0773;gene;2396761;2397441;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0772;gene;2397478;2399118;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;glcP;gene;2399210;2400616;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;secD;gene;2400914;2402332;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;secF;gene;2402393;2403340;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;lpxD;gene;2403473;2404507;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;rpl20;gene;2404615;2404968;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;rpl35;gene;2405109;2405312;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;radC;gene;2405409;2406140;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0765;gene;2406130;2406966;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;livG;gene;2407565;2408686;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0763;gene;2408869;2409228;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0762;gene;2409194;2409544;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0761;gene;2409572;2409931;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;ycf38;gene;2410030;2410914;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0759;gene;2411067;2412110;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0779;gene;2412178;2412798;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;purF;gene;2412826;2414313;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;psbT;gene;2414584;2414679;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0780;gene;2414833;2415318;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0756;gene;2415410;2416018;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0755;gene;2416091;2416693;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0754;gene;2416806;2417207;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;ycf33;gene;2417266;2417466;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;folD;gene;2417577;2418461;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0752;gene;2418535;2419398;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;ycf22;gene;2419385;2419894;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0782;gene;2420030;2421445;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sarA;gene;2421536;2422687;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0749;gene;2422833;2423432;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;tpi;gene;2423621;2424349;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0784;gene;2424368;2425390;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0341;gene;2425387;2426343;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0325;gene;2426297;2427787;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;petB;gene;2428010;2428678;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;petD;gene;2428809;2429291;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;rfbW;gene;2429543;2430964;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0345;gene;2431092;2431499;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;rnc;gene;2431704;2432438;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;hypF;gene;2432459;2434762;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0321;gene;2434808;2436304;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0347;gene;2436443;2437228;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;rnd;gene;2437235;2437888;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0319;gene;2437922;2438815;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0348;gene;2439092;2440312;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0318;gene;2440295;2440933;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0350;gene;2441098;2441883;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0351;gene;2442058;2443308;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0317;gene;2443461;2443859;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0352;gene;2443999;2444847;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0315;gene;2444743;2445426;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0353;gene;2445550;2445915;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0314;gene;2446395;2447339;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0354;gene;2447491;2448123;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;rps21;gene;2448222;2448404;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;rrn5Sa;gene;2448648;2448766;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;rrn23Sa;gene;2448839;2451721;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;rrn16Sa;gene;2452187;2453675;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0355;gene;2454087;2455082;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0356;gene;2455121;2455711;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0312;gene;2455755;2456768;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;hisS;gene;2456935;2458278;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0358;gene;2458253;2459377;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0310;gene;2459374;2460282;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0309;gene;2460360;2461058;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0024;gene;2461358;2462179;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0023;gene;2462212;2463555;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0022;gene;2463555;2464304;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0001;gene;2464527;2465009;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0021;gene;2465076;2466326;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;clpC;gene;2466407;2468872;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0019;gene;2469245;2470429;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;cbbA;gene;2470591;2471670;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;hemL;gene;2471954;2473189;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;mltA;gene;2473645;2474796;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0006;gene;2475195;2475848;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0007;gene;2476020;2476781;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;ctpA;gene;2476853;2478136;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;rbcL;gene;2478414;2479826;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;rbcX;gene;2480028;2480444;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;rbcS;gene;2480477;2480818;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0013;gene;2481361;2481888;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;mgtC;gene;2481984;2482688;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0012;gene;2482743;2483528;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;lpxB;gene;2483643;2484827;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;petF;gene;2484890;2485183;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0016;gene;2485646;2486194;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;murZ;gene;2486607;2487923;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;fumC;gene;2488028;2489428;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0010;gene;2489484;2489864;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0019;gene;2490326;2493004;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0008;gene;2493033;2493542;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0007;gene;2493578;2494153;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;aspC;gene;2494205;2495389;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0005;gene;2495493;2497538;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;recG;gene;2497726;2500221;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sppA;gene;2500322;2501155;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;ponA;gene;2501221;2503878;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;guaA;gene;2504415;2506043;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0214;gene;2506131;2507405;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0210;gene;2507382;2508362;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;cobU;gene;2508477;2509034;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0217;gene;2509162;2509584;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;ssr0349;gene;2509823;2510014;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0209;gene;2510273;2511295;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0208;gene;2511514;2512209;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;rfbA;gene;2512467;2513648;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;glyS;gene;2513806;2515974;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0205;gene;2516150;2516527;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;gidA;gene;2521830;2523737;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;gidA;gene;2516814;2518184;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0222;gene;2518321;2521857;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0224;gene;2523867;2524562;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0201;gene;2524573;2525067;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0200;gene;2525061;2525420;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;petE;gene;2525827;2526207;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0226;gene;2526633;2528081;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0198;gene;2528160;2528735;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;ftsH;gene;2529009;2530892;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0195;gene;2530968;2531612;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;ycf43;gene;2531666;2532430;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;mmsB;gene;2532823;2533695;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0230;gene;2534106;2534954;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0231;gene;2534997;2535455;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0192;gene;2535487;2536758;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0232;gene;2536824;2537480;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;trxM;gene;2537521;2537838;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0191;gene;2537896;2538807;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;groEL;gene;2539000;2540658;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0415;gene;2540821;2541885;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0414;gene;2541864;2542724;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0431;gene;2542935;2543687;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;ssl0788;gene;2543725;2544018;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;ssl0787;gene;2544024;2544323;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0413;gene;2544374;2544997;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0412;gene;2545122;2546381;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0410;gene;2546527;2547027;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0409;gene;2547067;2548029;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0408;gene;2548133;2549341;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;efp;gene;2549388;2549951;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;accB;gene;2550059;2550523;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;ccmK;gene;2550753;2551646;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0406;gene;2551682;2552167;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0405;gene;2552177;2552962;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;glcD;gene;2553961;2555439;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0438;gene;2555593;2555916;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0403;gene;2556081;2556503;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0439;gene;2556814;2558319;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;ssl0769;gene;2558423;2558617;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;aspC;gene;2558820;2559989;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;gltA;gene;2560112;2561305;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0400;gene;2561499;2561993;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0440;gene;2562056;2562859;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0049;gene;2562953;2564149;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;ycf40;gene;2564175;2564390;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0050;gene;2564465;2565445;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0072;gene;2565427;2566110;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0071;gene;2566142;2567143;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;purU;gene;2567237;2568091;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;icfA;gene;2568182;2568973;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0069;gene;2568975;2569745;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0068;gene;2569772;2573491;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;gst;gene;2573649;2574203;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0066;gene;2574297;2575244;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;ilvN;gene;2575344;2575910;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;ssr0109;gene;2576092;2576280;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0053;gene;2576285;2576824;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;dgkA;gene;2576889;2577416;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;trpG;gene;2577552;2578043;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;chlG;gene;2578187;2579161;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0064;gene;2579308;2580135;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0063;gene;2580710;2581897;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0062;gene;2581944;2582393;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0058;gene;2582441;2582869;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0059;gene;2583030;2583335;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0060;gene;2583410;2584519;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0061;gene;2584793;2585458;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0060;gene;2585489;2586523;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;dnaK;gene;2586572;2588650;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;grpE;gene;2588884;2589633;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;gspE;gene;2589851;2591869;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0064;gene;2591953;2593107;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0065;gene;2593329;2593967;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;ribG;gene;2594055;2595161;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0055;gene;2595280;2596566;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0067;gene;2596787;2597848;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;accC;gene;2597851;2599197;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0069;gene;2599315;2599974;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0051;gene;2600012;2600491;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;fmt;gene;2600705;2601697;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;natA;gene;2601733;2602536;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0468;gene;2602472;2603782;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;rps4;gene;2603947;2604555;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0462;gene;2604794;2605894;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;proA;gene;2606095;2607357;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;phy;gene;2607812;2610058;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0474;gene;2610073;2610516;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;uvrB;gene;2610706;2612715;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0476;gene;2612907;2613317;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;psbX;gene;2613481;2613600;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;purN;gene;2613717;2614370;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0479;gene;2614367;2615089;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;ycf46;gene;2615100;2616599;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0482;gene;2616624;2617382;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0483;gene;2617440;2617889;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0484;gene;2618067;2620094;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0487;gene;2620171;2620662;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0488;gene;2620798;2622399;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0489;gene;2622526;2622981;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0491;gene;2622968;2623402;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;menE;gene;2623414;2624907;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;rfbM;gene;2625095;2625481;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0456;gene;2625478;2626479;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;thrA;gene;2626573;2627874;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0495;gene;2628002;2628742;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0496;gene;2628783;2629112;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;pheS;gene;2629271;2630266;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0691;gene;2630469;2631071;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;vapC;gene;2631207;2631608;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;ssl1300;gene;2631611;2631868;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0689;gene;2632124;2633509;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0688;gene;2633852;2634655;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0687;gene;2634660;2635217;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0686;gene;2635219;2636046;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0685;gene;2636236;2636724;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;pstB;gene;2637743;2638552;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;pstB;gene;2636828;2637628;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;pstA;gene;2638578;2639441;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;pstC;gene;2639627;2640580;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;pstS;gene;2640662;2641813;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sphX;gene;2642135;2643145;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0719;gene;2643403;2644569;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;rps14;gene;2644795;2645097;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;im30;gene;2645271;2646074;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0630;gene;2646623;2647282;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;secA;gene;2647386;2650184;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0615;gene;2650377;2650997;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0614;gene;2651440;2651838;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;ruvB;gene;2651866;2652951;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;thiG;gene;2653153;2655123;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0634;gene;2655459;2656037;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0635;gene;2656139;2657077;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0611;gene;2657148;2657594;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0636;gene;2657850;2658632;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0637;gene;2659080;2659865;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;glyQ;gene;2659905;2660804;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0639;gene;2660854;2661744;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0640;gene;2661959;2663284;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0609;gene;2663366;2663731;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0608;gene;2663686;2664000;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0642;gene;2664403;2665887;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0643;gene;2666040;2667521;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0606;gene;2667542;2668972;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0644;gene;2669089;2670156;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;menD;gene;2670115;2671902;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0602;gene;2671895;2673970;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0645;gene;2674101;2674721;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;dacB;gene;2674736;2676196;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0601;gene;2676937;2677755;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;metS;gene;2678140;2679738;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0650;gene;2679884;2680489;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;dgt;gene;2680550;2681872;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0397;gene;2681894;2682547;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0396;gene;2682552;2683226;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0395;gene;2683443;2684081;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0394;gene;2684198;2684824;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;napA;gene;2684959;2687055;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0416;gene;2687109;2687549;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;gyrA;gene;2687952;2690534;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0418;gene;2690534;2691445;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0385;gene;2691528;2692382;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0384;gene;2692304;2693077;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;cbiM;gene;2693080;2693724;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0382;gene;2693725;2694255;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0381;gene;2694261;2695145;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;ssr0692;gene;2695620;2695775;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;ssl0750;gene;2696125;2696406;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;ssr0693;gene;2696549;2696836;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;rfbW;gene;2697151;2698248;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;lpxA;gene;2698258;2699145;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0420;gene;2699172;2699855;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;slr0421;gene;2700069;2700818;1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;cysG;gene;2700944;2701735;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;mfd;gene;2701931;2705530;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;sll0376;gene;2705678;2705983;-1;#FFFFFF;2;NA;NA;NA;bold.italic
chromosome;rlpA;gene;2706733;2707698;1;#FFFFFF;2;NA;NA;NA;bold.italic
